"","switch","arsenic","dist","assoc","educ","subset"
"86",0,0.77,18.5510005950928,1,5,"training"
"87",0,0.77,24.8290004730225,0,0,"training"
"88",1,1.44,28.6709995269775,0,12,"training"
"89",0,0.77,20.871000289917,1,5,"training"
"90",1,0.77,20.1200008392334,1,0,"test"
"91",0,0.73,13.4940004348755,1,5,"training"
"92",1,1.9,19.1919994354248,0,0,"training"
"93",0,0.72,28.6459999084473,0,8,"test"
"94",0,0.88,16.1660003662109,0,0,"training"
"95",0,1.04,27.42799949646,0,5,"training"
"96",0,1.21,15.83899974823,1,0,"test"
"97",1,1.44,14.4180002212524,1,5,"test"
"98",0,0.64,29.2779998779297,1,14,"training"
"99",0,0.8,43.9440002441406,1,14,"training"
"100",1,1.93,20.2299995422363,0,0,"test"
"101",0,0.56,50.0919990539551,0,5,"test"
"102",0,1.32,66.879997253418,0,5,"test"
"103",0,0.52,69.4820022583008,0,3,"training"
"104",0,1.19,48.7080001831055,1,5,"training"
"105",0,1.18,22.6359996795654,1,12,"training"
"106",0,1.26,10.1230001449585,0,5,"training"
"107",0,0.88,42.8279991149902,0,8,"test"
"108",0,3.16,21.0890007019043,0,5,"training"
"109",0,2.12,47.5340003967285,0,5,"training"
"110",1,0.76,15.7119998931885,0,5,"training"
"111",0,0.56,12.1850004196167,0,5,"test"
"112",0,0.62,23.5590000152588,0,0,"test"
"113",1,1.03,1.84800004959106,0,5,"test"
"114",0,0.78,90.9209976196289,0,5,"training"
"115",0,1.02,93.8280029296875,1,5,"test"
"116",0,0.65,82.1060028076172,1,9,"training"
"117",1,2.29,46.9560012817383,1,3,"training"
"118",1,1.6,24.2099990844727,1,4,"test"
"119",1,0.82,43.2900009155273,0,5,"training"
"120",1,1.44,25.1469993591309,0,10,"training"
"121",1,0.97,14.6040000915527,0,0,"test"
"122",0,0.89,1.40100002288818,0,8,"training"
"123",1,1.39,8.21000003814697,0,12,"training"
"124",1,0.83,18.8680000305176,0,0,"training"
"125",1,0.57,23.4009990692139,0,0,"test"
"126",1,1.47,18.5319995880127,1,9,"training"
"127",1,1.11,36.2869987487793,0,10,"training"
"128",1,2.38,40.4980010986328,0,12,"test"
"129",0,3.97,90.5709991455078,0,0,"test"
"130",1,3.51,115.157997131348,1,3,"training"
"131",0,3.69,112.762001037598,1,0,"training"
"132",1,2.95,93.4309997558594,1,0,"training"
"133",0,3.21,97.2170028686523,0,0,"test"
"134",1,3.65,88.3450012207031,1,0,"training"
"135",1,4.42,41.1040000915527,1,5,"training"
"136",1,4.12,46.2400016784668,0,3,"test"
"137",1,3.62,65.3539962768555,1,3,"training"
"138",1,3.8,43.7350006103516,1,2,"training"
"139",1,4.46,61.5709991455078,0,5,"test"
"140",1,4.04,78.4150009155273,1,0,"test"
"141",1,3.32,63.5019989013672,0,5,"test"
"142",0,2.07,69.2689971923828,1,5,"test"
"143",1,1.43,57.9290008544922,1,6,"training"
"144",1,2.3,85.3870010375977,0,5,"test"
"145",1,1.41,110.609001159668,0,5,"training"
"146",1,2.34,111.48999786377,1,0,"test"
"147",1,1.5,176.197006225586,0,0,"training"
"148",0,1.44,172.108001708984,0,0,"training"
"149",0,1.54,177.802993774414,0,0,"test"
"150",1,1.35,22.6709995269775,1,0,"test"
"151",1,0.54,27.8810005187988,1,5,"training"
"152",1,1.17,19.2600002288818,0,8,"training"
"153",0,1.02,24.5,0,0,"training"
"154",1,1.11,6.63299989700317,0,5,"training"
"155",0,0.52,7.04099988937378,0,10,"training"
"156",0,0.56,30.3139991760254,1,8,"test"
"157",1,0.61,21.9790000915527,1,0,"test"
"158",1,2.17,10.4580001831055,1,5,"training"
"159",0,0.61,74.9990005493164,0,5,"test"
"160",1,0.96,81.9710006713867,1,3,"training"
"161",1,0.94,92.1760025024414,1,5,"training"
"162",1,0.93,106.608001708984,1,3,"test"
"163",0,1.02,103.060997009277,1,4,"training"
"164",0,1.24,86.6050033569336,0,0,"training"
"165",0,1.42,110.561996459961,0,5,"test"
"166",0,1.31,122.325996398926,0,5,"test"
"167",0,0.83,122.018997192383,0,0,"test"
"168",0,2.64,57.632999420166,1,2,"test"
"169",0,1.84,39.5960006713867,0,5,"training"
"170",0,2.48,39.515998840332,0,0,"test"
"171",0,1.27,21.5550003051758,0,10,"test"
"172",0,0.69,51.7480010986328,0,0,"training"
"173",1,0.61,13.5209999084473,1,5,"test"
"174",0,0.89,31.4540004730225,0,5,"test"
"175",1,0.75,89.4309997558594,0,5,"training"
"176",0,0.81,19.2639999389648,1,0,"test"
"177",0,1.81,53.3629989624023,1,9,"test"
"178",0,1.25,30.128999710083,1,0,"training"
"179",1,1.12,27.136999130249,1,9,"test"
"180",1,0.71,28.7119998931885,1,0,"training"
"181",1,2.16,20.6399993896484,1,0,"training"
"182",1,1.7,36.75,0,5,"training"
"183",1,1.84,49.6800003051758,0,5,"test"
"184",0,1.26,102.710998535156,1,0,"training"
"185",0,2.53,108.615997314453,1,0,"test"
"186",0,2.95,96.4359970092773,0,0,"training"
"187",0,0.62,100.861000061035,0,0,"test"
"188",1,3.01,137.899993896484,0,10,"test"
"189",0,2.56,124.670997619629,1,5,"test"
"190",1,1.97,151.065994262695,0,10,"test"
"191",0,1.2,121.575996398926,1,5,"training"
"192",0,0.89,32.8499984741211,0,0,"test"
"193",0,0.52,8.54699993133545,0,10,"test"
"194",1,2.49,27.9740009307861,0,4,"training"
"195",1,1.25,29.4580001831055,0,0,"training"
"196",0,1.13,19.6599998474121,1,5,"training"
"197",1,1.13,47.7089996337891,0,12,"test"
"198",1,0.52,71.5230026245117,0,10,"test"
"199",1,0.88,67.1760025024414,1,10,"training"
"200",0,3.48,69.9670028686523,0,5,"training"
"201",0,0.56,83.5719985961914,0,10,"training"
"202",0,1.35,71.4250030517578,0,5,"test"
"203",1,1.67,71.4250030517578,0,0,"training"
"204",0,1.92,71.4250030517578,0,10,"test"
"205",0,2.41,190.287994384766,0,7,"test"
"206",0,2.36,186.304992675781,0,5,"training"
"207",0,2.41,218.300003051758,0,0,"training"
"208",1,1.46,53.5439987182617,0,14,"training"
"209",1,2,63.6020011901855,0,0,"training"
"210",1,1.32,67.4929962158203,0,5,"training"
"211",1,1.75,66.7360000610352,0,5,"test"
"212",1,1.84,47.9959983825684,0,0,"test"
"213",0,1.72,54.4160003662109,0,5,"training"
"214",0,1.77,94.7229995727539,0,5,"test"
"215",1,2.77,70.7740020751953,0,7,"training"
"216",1,0.73,11.2489995956421,1,0,"test"
"217",1,0.69,4.88000011444092,1,0,"test"
"218",0,0.58,18.1429996490479,1,5,"test"
"219",1,0.52,15.7790002822876,1,12,"training"
"220",1,0.62,0.386999994516373,1,5,"training"
"221",1,3.33,14.9650001525879,1,5,"test"
"222",0,0.51,24.6770000457764,0,0,"training"
"223",0,1.26,17.5069999694824,1,0,"training"
"224",1,0.6,22.8819999694824,0,5,"test"
"225",1,0.59,6.7960000038147,0,5,"test"
"226",1,0.66,8.99600028991699,1,0,"training"
"227",1,0.74,2.40899991989136,1,0,"test"
"228",1,0.71,9.30599975585938,1,0,"training"
"229",1,0.86,21.996000289917,1,7,"test"
"230",0,0.51,14.0769996643066,0,10,"test"
"231",1,0.58,29.6490001678467,1,5,"test"
"232",0,0.55,11.3769998550415,0,5,"training"
"233",1,1.26,29.5410003662109,0,0,"test"
"234",0,0.52,33.367000579834,0,10,"training"
"235",0,0.83,26.7150001525879,0,10,"training"
"236",0,0.57,21.1180000305176,0,5,"test"
"237",0,0.53,71.4820022583008,0,0,"training"
"238",0,0.67,71.6370010375977,1,0,"training"
"239",1,3.5,23.8309993743896,0,5,"test"
"240",1,2.8,5.72800016403198,1,12,"training"
"241",1,0.77,15.8149995803833,1,5,"test"
"242",1,0.74,32.5870018005371,1,5,"training"
"243",1,0.77,40.1310005187988,0,10,"training"
"244",1,1.58,49.6380004882812,1,2,"training"
"245",1,0.8,24.886999130249,0,10,"test"
"246",0,0.55,47.6710014343262,1,0,"test"
"247",1,0.9,56.5909996032715,1,10,"test"
"248",0,0.52,74.1169967651367,0,8,"training"
"249",1,2.59,81.8489990234375,1,0,"test"
"250",1,1.27,86.0940017700195,1,8,"test"
"251",0,0.97,71.8059997558594,0,14,"training"
"252",0,1.47,61.7449989318848,1,4,"training"
"253",0,1.03,25.0450000762939,0,12,"test"
"254",0,0.93,19.9290008544922,1,2,"test"
"255",0,0.79,50.1189994812012,0,10,"test"
"256",0,0.66,53.8160018920898,1,5,"test"
"257",0,0.85,33.5029983520508,1,10,"test"
"258",0,0.93,58.3559989929199,0,5,"training"
"259",0,1.42,17.9540004730225,0,12,"training"
"260",0,0.75,28.0270004272461,0,4,"training"
"261",0,1.46,31.6679992675781,0,8,"test"
"262",0,1.16,34.4370002746582,0,5,"training"
"263",0,1.17,50.9519996643066,0,15,"training"
"264",1,0.83,60.7529983520508,1,0,"training"
"265",1,1.24,74.8769989013672,0,5,"test"
"266",1,3.08,57.9599990844727,0,5,"test"
"267",1,3.59,61.6240005493164,0,0,"training"
"268",1,1.96,76.0660018920898,0,7,"test"
"269",1,1.67,105.866996765137,0,5,"training"
"270",0,1.69,112.675003051758,0,0,"training"
"271",0,2.71,197.134994506836,1,5,"test"
"272",0,1.27,304.096984863281,1,5,"training"
"273",0,1.43,339.531005859375,0,4,"training"
"274",0,1,70.2710037231445,0,5,"training"
"275",0,0.52,92.7440032958984,0,5,"training"
"276",0,0.65,55.9210014343262,0,9,"test"
"277",0,0.7,50.8289985656738,1,0,"test"
"278",0,0.51,37.601001739502,0,0,"training"
"279",0,1.02,17.9309997558594,0,0,"training"
"280",1,2.05,11.8170003890991,0,5,"test"
"281",1,0.77,18.7970008850098,1,0,"test"
"282",1,1.2,17.5750007629395,0,5,"test"
"283",1,0.62,22.443000793457,0,5,"test"
"284",1,1.31,27.0259990692139,1,5,"training"
"285",1,1.79,17.1399993896484,0,0,"training"
"286",1,0.56,25.4540004730225,0,0,"training"
"287",1,0.77,45.576000213623,0,5,"training"
"288",1,0.66,52.7610015869141,0,0,"test"
"289",1,1.1,30.5410003662109,0,0,"test"
"290",1,0.82,16.3990001678467,1,5,"test"
"291",1,2.22,29.3190002441406,0,5,"test"
"292",1,2.82,36.0610008239746,1,0,"training"
"293",0,0.64,22.6070003509521,0,6,"training"
"294",1,1.26,27.1410007476807,1,6,"training"
"295",1,1.53,9.44699954986572,1,5,"training"
"296",1,1.8,16.69700050354,0,0,"training"
"297",1,1.24,50.4770011901855,1,8,"training"
"298",0,0.93,9.22399997711182,0,5,"training"
"299",1,0.54,6.93100023269653,1,6,"training"
"300",1,0.82,27.2919998168945,0,5,"training"
"301",1,0.61,25.2950000762939,0,5,"test"
"302",0,0.71,52.7120018005371,1,5,"test"
"303",1,0.81,51.7290000915527,0,4,"training"
"304",1,0.65,68.5719985961914,1,4,"test"
"305",1,0.68,23.6790008544922,1,0,"test"
"306",1,1.26,45.2019996643066,1,9,"test"
"307",1,0.92,9.16899967193604,0,5,"test"
"308",1,1.25,16.371000289917,1,0,"test"
"309",1,1.16,19.4169998168945,0,5,"training"
"310",1,0.76,57.7929992675781,1,5,"test"
"311",1,1.2,43.2719993591309,0,10,"test"
"312",0,0.9,19.8400001525879,0,9,"test"
"313",1,0.52,5.17999982833862,0,5,"training"
"314",1,0.53,42.685001373291,0,8,"test"
"315",0,0.64,5.16200017929077,1,8,"training"
"316",1,1.96,38.9640007019043,1,10,"training"
"317",1,0.59,58.0979995727539,0,9,"training"
"318",1,1.48,61.5900001525879,0,9,"training"
"319",1,1.78,32.5940017700195,0,0,"training"
"320",1,1.41,30.1639995574951,0,5,"test"
"321",1,1.5,18.5219993591309,0,5,"training"
"322",1,1.86,24.7749996185303,0,12,"test"
"323",1,1.6,35.4360008239746,1,5,"test"
"324",1,0.7,31.3409996032715,0,10,"training"
"325",0,0.51,15.5710000991821,1,5,"training"
"326",1,2.48,27.1730003356934,0,0,"test"
"327",1,0.63,49.0340003967285,0,10,"training"
"328",1,1.07,135.320007324219,1,0,"training"
"329",0,0.71,37.7779998779297,0,7,"training"
"330",1,1.12,3.77900004386902,1,8,"training"
"331",0,0.53,49.1689987182617,0,0,"training"
"332",0,0.58,50.7239990234375,1,0,"training"
"333",1,1.31,26.2169990539551,0,12,"test"
"334",1,1.49,20.9139995574951,0,12,"test"
"335",1,0.86,3.31200003623962,0,5,"training"
"336",1,0.64,35.7150001525879,0,10,"test"
"337",1,1.44,52.2919998168945,0,0,"training"
"338",0,1.52,60.1459999084473,0,5,"training"
"339",1,1.27,44.4609985351562,0,0,"test"
"340",0,2.17,70.0220031738281,1,0,"test"
"341",0,1.73,95.8079986572266,0,5,"training"
"342",1,1.93,121.763999938965,0,9,"training"
"343",1,2.2,127.56600189209,0,5,"test"
"344",1,1.6,120.15299987793,0,8,"test"
"345",1,1.65,66.2149963378906,0,0,"training"
"346",0,0.81,54.9729995727539,1,0,"test"
"347",0,1.86,73.2149963378906,0,5,"training"
"348",0,1.93,33.3660011291504,1,5,"test"
"349",1,1.9,87.3140029907227,0,5,"training"
"350",0,4.06,95.3089981079102,0,5,"training"
"351",1,4.03,128.095001220703,1,3,"training"
"352",1,1.56,109.777000427246,0,10,"training"
"353",0,2.53,138.578994750977,0,0,"test"
"354",0,3.41,162.264007568359,0,0,"training"
"355",0,2.21,155.785995483398,0,0,"training"
"356",0,2.92,105.651000976562,0,5,"test"
"357",0,2.06,93.9619979858398,0,5,"training"
"358",1,3.89,72.1019973754883,0,5,"test"
"359",1,2.88,55.548999786377,0,0,"training"
"360",0,1.39,49.6959991455078,0,0,"test"
"361",1,2.07,45.5110015869141,0,10,"training"
"362",0,1.46,50.5820007324219,0,0,"training"
"363",1,1.51,81.2060012817383,0,5,"test"
"364",0,3.23,95.7710037231445,0,5,"training"
"365",1,4.21,76.5080032348633,0,5,"test"
"366",1,2.49,56.6380004882812,0,5,"training"
"367",1,0.78,38.9819984436035,1,0,"training"
"368",1,2.32,30.8369998931885,0,0,"test"
"369",1,1.43,60.7190017700195,0,7,"training"
"370",1,1.71,29.6009998321533,0,0,"test"
"371",1,1.99,77.1350021362305,0,5,"test"
"372",1,2.48,95.0999984741211,0,0,"training"
"373",1,4.29,50.3930015563965,1,10,"training"
"374",1,3.88,49.7210006713867,0,0,"test"
"375",1,3.04,72.5299987792969,1,0,"test"
"376",1,3.36,25.6770000457764,1,10,"test"
"377",1,3.44,8.02400016784668,1,10,"test"
"378",0,1.38,63.6790008544922,0,5,"training"
"379",0,1.9,53.314998626709,0,10,"training"
"380",1,2.79,45.9780006408691,0,0,"test"
"381",1,3.73,69.6179962158203,0,10,"training"
"382",1,2.04,72.2170028686523,0,0,"test"
"383",1,2.09,55.5519981384277,0,0,"training"
"384",1,2.63,81.3789978027344,1,0,"test"
"385",1,3.3,81.1320037841797,1,0,"test"
"386",1,3.25,51.7089996337891,0,6,"test"
"387",1,1.53,55.7789993286133,0,5,"test"
"388",1,2.6,26.9729995727539,0,5,"test"
"389",1,2,28.2150001525879,0,0,"training"
"390",1,2.82,71.9609985351562,1,0,"training"
"391",1,2.56,75.5260009765625,0,0,"training"
"392",0,3.62,45.0699996948242,0,0,"training"
"393",1,5.25,80.6800003051758,0,0,"test"
"394",1,1.59,96.9400024414062,0,0,"training"
"395",1,2.21,115.327003479004,0,0,"test"
"396",1,2.42,108.546997070312,0,3,"test"
"397",1,2.36,86.9369964599609,0,0,"training"
"398",1,1.22,94.1419982910156,0,0,"training"
"399",1,3.93,81.8960037231445,1,0,"training"
"400",0,4.93,54.9599990844727,0,0,"test"
"401",1,1.91,46.6100006103516,0,0,"training"
"402",1,2.33,68.0739974975586,0,0,"training"
"403",1,2.18,102.398002624512,0,0,"test"
"404",1,4.77,107.369003295898,1,0,"test"
"405",1,3.79,84.8840026855469,0,0,"test"
"406",1,3.48,84.890998840332,0,0,"training"
"407",0,3.02,58.6829986572266,0,0,"training"
"408",1,2.71,68.3140029907227,1,7,"training"
"409",1,2.34,38.7809982299805,0,0,"training"
"410",1,3.15,81.7580032348633,1,0,"test"
"411",1,2.56,102.953002929688,1,5,"training"
"412",1,3.34,107.480003356934,0,12,"training"
"413",1,2.32,120.09400177002,1,10,"test"
"414",1,3.62,135,1,10,"training"
"415",1,1.02,71.7730026245117,0,0,"test"
"416",1,3.26,33.1969985961914,1,0,"training"
"417",1,1.61,47.0120010375977,1,7,"test"
"418",1,1.16,60.3619995117188,1,0,"test"
"419",0,1.01,128.848999023438,1,0,"test"
"420",0,0.67,144.070999145508,1,9,"test"
"421",0,3.17,110.425003051758,0,5,"test"
"422",0,2.44,113.009002685547,1,0,"training"
"423",0,2.26,78.9759979248047,0,7,"test"
"424",1,1.65,52.9300003051758,1,7,"test"
"425",1,3.86,14.0050001144409,0,5,"training"
"426",1,3.32,18.4769992828369,1,5,"test"
"427",1,3.19,61.9570007324219,0,0,"test"
"428",1,3.42,66.0640029907227,1,10,"training"
"429",1,1.66,60.3120002746582,0,0,"test"
"430",1,3.35,74.9209976196289,0,9,"training"
"431",1,3.09,73.838996887207,0,0,"test"
"432",1,3.59,61.1720008850098,0,0,"test"
"433",1,3.88,10.8090000152588,1,0,"training"
"434",1,2.94,65.9029998779297,1,10,"training"
"435",1,0.95,34.5279998779297,1,5,"test"
"436",1,2.6,63.9090003967285,0,9,"training"
"437",1,3.24,74.8489990234375,0,9,"training"
"438",1,3.32,81.5550003051758,0,0,"test"
"439",1,3.26,66.4369964599609,0,5,"training"
"440",1,3.27,60.4589996337891,0,0,"training"
"441",1,3.4,43.4850006103516,0,0,"training"
"442",1,2.91,116.44100189209,0,5,"training"
"443",1,1.48,84.8740005493164,0,10,"test"
"444",1,4.35,62.2919998168945,0,0,"test"
"445",1,1.87,70.1029968261719,0,5,"test"
"446",1,3.01,60.5610008239746,0,5,"training"
"447",0,3.05,45.2120018005371,0,0,"test"
"448",1,2.62,49.6980018615723,0,10,"training"
"449",1,3.26,32.4490013122559,0,12,"training"
"450",1,1.92,47.0190010070801,1,0,"training"
"451",1,3.44,62.6189994812012,0,5,"test"
"452",1,2.57,30.1790008544922,0,8,"test"
"453",1,2.97,47.6469993591309,1,9,"training"
"454",0,2.95,52.0989990234375,1,9,"training"
"455",1,2.28,95.0739974975586,0,5,"training"
"456",1,3.17,80.7030029296875,0,14,"training"
"457",1,3.69,80.427001953125,0,5,"training"
"458",0,3.08,81.5830001831055,1,5,"test"
"459",1,2.86,47.3390007019043,1,5,"test"
"460",0,1.95,44.9500007629395,1,5,"test"
"461",1,1.78,29.7140007019043,0,0,"training"
"462",0,2.2,45.5540008544922,0,5,"test"
"463",1,1.71,31.5550003051758,0,5,"training"
"464",0,3.86,58.2239990234375,0,0,"test"
"465",1,3.45,40.8349990844727,0,6,"test"
"466",1,3.97,47.8460006713867,0,7,"training"
"467",1,1.39,9.77299976348877,0,0,"training"
"468",0,4.81,185.205001831055,0,0,"test"
"469",1,2.08,82.625,0,4,"training"
"470",0,2.49,112.705001831055,1,5,"test"
"471",0,1.83,98.0289993286133,1,0,"training"
"472",0,1.24,112.143997192383,1,0,"training"
"473",0,1.38,133.436004638672,0,10,"test"
"474",0,1.54,163.552001953125,0,0,"test"
"475",0,0.53,18.1469993591309,0,0,"training"
"476",0,0.9,27.2450008392334,1,5,"training"
"477",0,2.04,15.8889999389648,1,3,"test"
"478",1,0.61,5.21600008010864,0,5,"training"
"479",0,0.55,11.2740001678467,0,6,"training"
"480",0,0.52,9.22000026702881,0,5,"test"
"481",0,0.77,23.6760005950928,1,0,"training"
"482",0,0.67,23.6760005950928,1,0,"training"
"483",0,0.67,35.5029983520508,1,5,"training"
"484",0,0.64,31.1100006103516,0,0,"test"
"485",0,0.57,24.4349994659424,0,0,"training"
"486",1,0.76,24.4349994659424,1,0,"training"
"487",1,0.75,24.4349994659424,1,0,"training"
"488",1,0.9,24.4349994659424,1,5,"test"
"489",0,0.62,24.4349994659424,1,12,"test"
"490",1,2.26,23.5179996490479,1,2,"training"
"491",1,1.23,30.1359996795654,1,3,"test"
"492",0,1.21,28.386999130249,1,0,"test"
"493",1,2.33,6.13600015640259,0,10,"training"
"494",0,1.2,6.13600015640259,1,0,"training"
"495",1,2.38,24.4349994659424,0,12,"training"
"496",1,2.82,24.4349994659424,0,12,"training"
"497",0,3.29,6.13600015640259,1,0,"test"
"498",0,1.52,6.13600015640259,1,5,"training"
"499",0,0.54,55.7830009460449,1,3,"training"
"500",0,0.86,11.6079998016357,1,5,"training"
"501",1,2.3,19.7129993438721,0,0,"test"
"502",1,1.67,24.1749992370605,1,0,"test"
"503",0,2.3,3.71499991416931,1,5,"training"
"504",1,0.86,30.8309993743896,0,14,"training"
"505",0,0.53,12.5640001296997,1,8,"training"
"506",0,1.63,12.5640001296997,1,5,"training"
"507",0,2.05,12.5640001296997,1,7,"test"
"508",0,1.71,58.6510009765625,1,0,"test"
"509",0,0.54,45.1430015563965,0,0,"training"
"510",1,1.47,6.32800006866455,0,2,"training"
"511",1,0.73,6.32800006866455,0,5,"test"
"512",1,0.61,6.32800006866455,0,12,"training"
"513",1,0.59,6.32800006866455,1,0,"training"
"514",1,0.86,24.132999420166,0,5,"training"
"515",0,3.53,94.3470001220703,1,5,"test"
"516",0,3.68,76.4860000610352,0,5,"training"
"517",0,0.93,57.2270011901855,0,6,"test"
"518",0,0.58,45.6100006103516,0,12,"test"
"519",1,1.22,43.3819999694824,0,2,"training"
"520",0,1.24,6.3289999961853,0,16,"test"
"521",0,0.59,23.0990009307861,1,0,"training"
"522",0,1.67,16.3579998016357,0,0,"training"
"523",0,1.16,25.7110004425049,1,10,"test"
"524",0,1.1,47.4879989624023,1,0,"training"
"525",0,0.72,3.40700006484985,0,3,"training"
"526",0,1.01,5.35799980163574,1,0,"test"
"527",0,1.08,62.5019989013672,1,2,"training"
"528",0,1.03,27.8700008392334,1,0,"training"
"529",1,0.58,48.234001159668,1,2,"test"
"530",0,0.51,31.7819995880127,1,14,"test"
"531",1,0.64,3.25200009346008,1,7,"test"
"532",1,2.38,3.25200009346008,1,14,"training"
"533",0,1.53,3.25200009346008,1,5,"test"
"534",1,2.72,3.25200009346008,1,8,"test"
"535",1,3.84,3.25200009346008,0,0,"training"
"536",0,0.92,3.25200009346008,1,5,"training"
"537",0,0.64,3.25200009346008,1,0,"training"
"538",0,0.56,13.6669998168945,1,3,"test"
"539",1,0.56,21.173999786377,1,0,"training"
"540",0,3.55,12.7790002822876,0,0,"training"
"541",0,0.55,50.3660011291504,1,0,"training"
"542",1,0.58,29.4990005493164,1,0,"test"
"543",0,0.57,34.3089981079102,0,0,"test"
"544",0,0.53,4.875,1,0,"test"
"545",1,0.64,15.7910003662109,0,0,"test"
"546",0,0.56,16.1350002288818,1,0,"training"
"547",0,0.71,7.17899990081787,1,0,"training"
"548",0,0.75,20.2040004730225,0,0,"training"
"549",0,0.69,21.2639999389648,0,5,"training"
"550",0,0.82,32.7970008850098,1,4,"training"
"551",0,0.93,27.951000213623,0,3,"training"
"552",0,0.52,33.5779991149902,1,0,"training"
"553",1,0.57,14.8050003051758,0,3,"test"
"554",0,0.69,11.1949996948242,0,0,"test"
"555",0,0.51,10.2040004730225,0,5,"training"
"556",1,0.82,21.1499996185303,1,4,"test"
"557",1,0.7,15.8280000686646,0,5,"training"
"558",1,0.96,8.56700038909912,1,12,"training"
"559",1,0.53,14.7709999084473,1,5,"training"
"560",0,0.72,38.8400001525879,1,5,"test"
"561",0,0.68,33.2080001831055,1,5,"test"
"562",0,0.81,7.53200006484985,1,5,"test"
"563",0,0.7,38.7280006408691,1,12,"training"
